"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-1021-P0001","Global Centers: Leveraging Biodiversity from Extreme Environments for Infectious diseases and Food security (LBEXID)","Global Centers: Leveraging Biodiversity from Extreme Environments for Infectious diseases and Food security (LBEXID)","Eunsook Park","Molecular Biology","Not Funded","National Science Foundation",,"Molecular Biology","11/1/2024","10/31/2029","New",,"24-1021",2024-05-11 04:50:35,5000000,"6/11/2024 12:00:00 AM",,"Applied Research","6/10/2024 07:59:00 AM: edits >> 6/11/2024 09:05:19 AM: Submitted >> 9/19/2024 10:24:53 AM: Not funded per notice from Sponsor.",2024-06-11 09:05:19,,,2024-09-19 10:24:53,"FY2024",,,"FY2025",2024-05-11 04:50:35,"FY2024",31,,100,"June-2024","Agriculture","Q4 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-1022-P0001","Capitol Reef Visitor Use and Experience Survey","Capitol Reef Visitor Use and Experience Survey","Kelly Heber Dunning","Haub School of Environment & Natural Resources","Funded","National Park Service/Department of the Interior",,"Haub School of Environment & Natural Resources","6/1/2024","5/1/2026","New",,"24-1022",2024-05-13 13:08:58,55000,"5/24/2024 12:00:00 AM",,"Applied Research","6/11/2024 07:21:41 AM: Submitted on 06/11/2024 via email >> 8/30/2024 09:09:22 AM: Funded.",2024-06-11 07:21:41,,2024-08-30 09:09:22,,"FY2024",,"FY2025",,2024-05-13 13:08:58,"FY2024",29,80,,"June-2024","Haub School of Environment & Natural Resources","Q4 FY2024","Q1 FY2025","Federal","Others","Funded",0,1,1,55000
"24-1023-P0001","NOx and VOC Observations and Analysis in the Denver Metro / North Front Range Ozone Nonattainment Area to Support the State Implementation Plan (SIP)","University of Wyoming King Air Support for NOx and VOC Observations and Analysis in the Denver Metro / North Front Range Ozone Nonattainment Area to Support the State Implementation Plan (SIP)","Jeffrey R. French","Atmospheric Science","Submitted to Sponsor","Colorado State University","ADD NEW","Atmospheric Science","1/1/2025","12/31/2027","New",,"24-1023",2024-05-13 14:33:48,127902,"5/17/2024 12:00:00 AM",,"Basic Research","5/17/2024 03:00:03 PM: submitted via email",2024-05-17 15:00:03,,,,"FY2024",,,,2024-05-13 14:33:48,"FY2024",4,,,"May-2024","Engineering","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-1024-P0001","Oro-Agri PREC 2024 Bean, Corn, Sugar Beet","Oro-Agri PREC 2024 Bean, Corn,  Sugar Beet","James J. Heitholt","Plant Sciences","Funded","ORO AGRI",,"Plant Sciences","6/14/2024","12/31/2025","New",,"24-1024",2024-05-14 11:00:58,19000,"5/28/2024 12:00:00 AM",,"Applied Research","5/29/2024 10:57:20 AM: Submitted >> 6/11/2024 02:55:08 PM: Draft agreement under review. >> 9/27/2024 10:04:55 AM: Funded.",2024-05-29 10:57:20,2024-06-11 14:55:08,2024-09-27 10:04:55,,"FY2024","FY2024","FY2025",,2024-05-14 11:00:58,"FY2024",15,121,,"May-2024","Agriculture","Q4 FY2024","Q1 FY2025","Business","Others","Funded",0,1,1,19000
"24-1025-P0001","Vacciplant Sugar Beet Cercospora PREC 2024","Vacciplant Sugar Beet Cercospora PREC 2024","James J. Heitholt","Plant Sciences","Funded","UPL",,"Plant Sciences","5/15/2024","12/31/2025","New",,"24-1025",2024-05-14 11:12:39,10000,"5/28/2024 12:00:00 AM",,"Applied Research","5/29/2024 10:56:19 AM: Submitted >> 6/11/2024 03:13:39 PM: Agreement under review. >> 8/28/2024 11:27:54 AM: Funded.",2024-05-29 10:56:19,2024-06-11 15:13:39,2024-09-27 14:24:18,,"FY2024","FY2024","FY2025",,2024-05-14 11:12:39,"FY2024",15,121,,"May-2024","Agriculture","Q4 FY2024","Q1 FY2025","Business","Others","Funded",0,1,1,10000
"24-1026-P0001","Evaluating NASA’s NU-WRF Model for Generating Stakeholder-Relevant Downscaled Climate Projections over North America","NASA NUWRF 2024","Melissa S. Bukovsky","Haub School of Environment & Natural Resources","Submitted to Sponsor","National Aeronautics and Space Administration",,"Haub School of Environment & Natural Resources","1/1/2025","12/31/2028","New",,"24-1026",2024-05-14 13:09:01,995837.6,"7/1/2024 12:00:00 AM",,"Applied Research","7/1/2024 03:16:32 PM: Submitted on 07/01/2024",2024-07-01 15:16:32,,,,"FY2025",,,,2024-05-14 13:09:01,"FY2024",48,,,"July-2024","Haub School of Environment & Natural Resources","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"24-1027-P0001","UW-Sigma Genetics Collaboration","UW-Sigma Genetics Collaboration","Thomas C. Boothby","Molecular Biology","Funded","Sigma Genetics",,"Molecular Biology","6/1/2024","5/31/2025","Other",,"24-1027",2024-05-15 11:04:01,0,"6/1/2024 12:00:00 AM",,"Applied Research","6/26/2024 10:16:39 AM: Industry Sponsor Agreement. TTO handled the collaboration agreement. >> 6/26/2024 10:16:52 AM: In Negotiations with Sponsor. >> 7/15/2024 03:13:38 PM: Unfunded Collaboration Agreement.",2024-06-26 10:16:39,2024-06-26 10:16:52,2024-10-08 10:07:57,,"FY2024","FY2024","FY2025",,2024-05-15 11:04:01,"FY2024",42,104,,"June-2024","Agriculture","Q4 FY2024","Q2 FY2025","Business","Others","Funded",0,1,1,0
"24-1028-P0001","Sustainability of rangeland communities adjacent to mature and old growth forests","Sustainability of rangeland communities adjacent to mature and old growth forests","Kristie Anne Maczko","Ecosystem Science & Management","Funded","Forest Service/Department of Agriculture",,"Ecosystem Science & Management","6/28/2024","6/30/2028","New",,"24-1028",2024-05-15 11:30:14,157966,"5/15/2024 12:00:00 AM",,"Applied Research","5/15/2024 12:45:06 PM: correction for a couple items >> 5/29/2024 10:56:38 AM: Submitted >> 6/27/2024 12:04:51 PM: Agreement received 6/27/2024 >> 9/27/2024 10:08:59 AM: funded",2024-05-29 10:56:38,2024-06-27 12:04:51,2024-09-27 10:08:59,,"FY2024","FY2024","FY2025",,2024-05-15 11:30:14,"FY2024",14,121,,"May-2024","Agriculture","Q4 FY2024","Q1 FY2025","Federal","Others","Funded",0,1,1,157966
"24-1029-P0001","Endometrial and placental influenza infection programs fetal development with impaired postnatal health outcomes","Endometrial and placental influenza infection programs fetal development with impaired postnatal health outcomes","James K. Pru","Animal Science","Submitted to Sponsor","Colorado State University","National Institutes of Health/Department of Health and Human Services","Animal Science","5/1/2025","4/30/2030","New",,"24-1029",2024-05-17 09:52:48,726369,"5/28/2024 12:00:00 AM",,"Basic Research","5/24/2024 09:16:43 AM: edits >> 6/10/2024 01:56:30 PM: Submitted",2024-06-10 13:56:30,,,,"FY2024",,,,2024-05-17 09:52:48,"FY2024",24,,,"June-2024","Agriculture","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-1030-P0001","DT-Pasture: A digital twin for climate-smart adaptive decision-making to enhance grazingland productivity and ecosystem services (Gonzalo Irisarri, PI)","DT-Pasture: A digital twin for climate-smart adaptive decision-making to enhance grazingland productivity and ecosystem services","Drew Edward Bennett","Haub School of Environment & Natural Resources","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture","Colorado State University","Ecosystem Science & Management","1/1/2025","12/31/2029","New",,"24-1030",2024-05-17 14:06:42,874900,"6/6/2024 12:00:00 AM",,"Applied Research","5/30/2024 03:51:51 PM: Fixing form fields
 >> 6/3/2024 11:41:55 AM: Manual approval used because PI does not have full access to the system.  Final forms submitted to CSU on 06/03/2024",2024-06-03 11:41:55,,,,"FY2024",,,,2024-05-17 14:06:42,"FY2024",17,,,"June-2024","Agriculture","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-1031-P0001","Wyoming Public Media - Hwy287Ramble","WPM Media Grant- NEA","Erik Jon Zafft","Wyoming Public Media","Submitted to Sponsor","National Endowment for the Arts",,"Wyoming Public Media","6/1/2025","6/1/2026","New",,"24-1031",2024-05-20 10:02:58,68655,"7/23/2024 12:00:00 AM",,"Other Sponsored Activity","7/10/2024 11:10:08 AM: 2nd Phase of application is due July 16-23.  1st phase completed.  Reopening for full submission documents. >> 7/22/2024 10:29:36 AM: edits >> 7/23/2024 01:18:15 PM: See Screenshot",2024-07-23 13:18:15,,,,"FY2025",,,,2024-05-20 10:02:58,"FY2024",64,,,"July-2024","Research & Economic Development","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"24-1033-P0001","Federal and State Technology (FAST) Partnership Program FY 2024","SBA Federal and State Technology (FAST) 2024","Jill K Kline","Small Business Development Center","Funded","Small Business Administration",,"Small Business Development Center","9/30/2024","9/29/2025","New",,"24-1033",2024-05-21 11:55:33,200000,"6/18/2024 12:00:00 AM",,"Other Sponsored Activity","6/13/2024 02:56:47 PM: Updating form fields
 >> 6/18/2024 02:45:38 PM: Submitted on 06/18/2024. Tracking number GRANT14190165 >> 9/17/2024 03:15:47 PM: Agreement under review.",2024-06-18 14:45:38,,2024-09-17 15:15:47,,"FY2024",,"FY2025",,2024-05-21 11:55:33,"FY2024",28,91,,"June-2024","Research & Economic Development","Q4 FY2024","Q1 FY2025","Federal","Others","Funded",0,1,1,200000
"24-1034-P0001","A Place-based ecosystem services assessment framework to evaluate conservation benefits","Implementing a Place-Based Ecosystem Services Framework to Assess Conservation Benefits","Kristie Anne Maczko","Ecosystem Science & Management","Not Funded","Natural Resources Conservation Service/Department of Agriculture",,"Ecosystem Science & Management","9/3/2024","9/1/2028","New",,"24-1034",2024-05-21 23:38:30,999560,"5/26/2024 12:00:00 AM",,"Applied Research","5/24/2024 02:03:56 PM: edits >> 5/29/2024 10:56:04 AM: Submitted >> 8/1/2024 01:21:49 PM: See attachments",2024-05-29 10:56:04,,,2024-08-01 13:21:49,"FY2024",,,"FY2025",2024-05-21 23:38:30,"FY2024",8,,64,"May-2024","Agriculture","Q4 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-1035-P0001","Great Plains and Interior Highlands CORE-CM (Phase II, Region IV): Developing a Nexus of Carbon Ore & Critical Minerals Resources, Technology Innovation, and Community Engagement","CORE-CM Phase II, Region IV: Developing a Nexus of Carbon Ore, Rare Earth Element & Critical Minerals Technologies & Community Engagement","Tyler Chandos Brown","School of Energy Resources Directors Office","Under Consideration","U.S. Department of Energy",,"School of Energy Resources Directors Office","4/1/2025","3/31/2028","New",,"24-1035",2024-05-22 14:01:40,7500000,"6/24/2024 12:00:00 AM",,"Basic Research","6/24/2024 02:46:56 PM: Submitted on 06/24/2024 at 2:40pm >> 1/6/2025 12:08:42 PM: Under consideration per a notice from DOE 01/06/2025.",2024-06-24 14:46:56,2025-01-06 12:08:42,,,"FY2024","FY2025",,,2024-05-22 14:01:40,"FY2024",33,,,"June-2024","School of Energy Resources","Q4 FY2024",,"Federal","DOE","Submitted",1,0,1,0
"24-1035-P0002","WEA cost share for CORE-CM Phase II, Region IV: Developing a Nexus of Carbon Ore, Rare Earth Element & Critical Minerals Technologies & Community Engagement","CORE-CM Phase II, Region IV: Developing a Nexus of Carbon Ore, Rare Earth Element & Critical Minerals Technologies & Community Engagement","Tyler Chandos Brown","School of Energy Resources Directors Office","Submitted to Sponsor","Wyoming Energy Authority",,"School of Energy Resources Directors Office","5/1/2025","4/30/2028","New",,"24-1035",2025-01-08 13:40:55,1000000,"1/10/2025 12:00:00 AM",,"Basic Research","1/27/2025 05:05:42 PM: Submitted 01/10/2025",2025-01-27 17:05:42,,,,"FY2025",,,,2025-01-08 13:40:55,"FY2025",19,,,"January-2025","School of Energy Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"24-1037-P0001","EIDU Personalization Research Proposal (Ling Zhang, PI)","EIDU Personalisation Research Proposal","Ling Zhang","Counseling Leadership Advocacy & Design","Funded","EIDU GmbH","Bill and Melinda Gates Foundation","School of Teacher Education","7/1/2024","12/30/2024","New",,"24-1037",2024-05-22 16:16:27,50000,"6/14/2024 12:00:00 AM",,"Applied Research","6/17/2024 01:35:35 PM: Submitted on 06/17/2024 via email (see attachments) >> 7/1/2024 08:24:02 AM: Updating form fields for award processing >> 7/1/2024 08:24:27 AM: PI has access to the university systems. >> 7/1/2024 09:37:11 AM: Fields updated with PI. >> 7/1/2024 04:44:19 PM: Received an award from the sponsor, routed for legal review >> 1/14/2025 01:30:14 PM: Funded.",2024-07-01 09:37:11,2024-07-01 16:44:19,2025-01-14 13:30:14,,"FY2025","FY2025","FY2025",,2024-05-22 16:16:27,"FY2024",40,197,,"July-2024","Education","Q1 FY2025","Q3 FY2025","Non-profit","Others","Funded",0,1,1,50000
"24-1038-P0001","2024 State Justice Statistics","2024 State Justice Statistics","Laurel Allison Wimbish","Wyoming Survey & Analysis Center","Funded","Bureau of Justice Statistics/Department of Justice",,"Wyoming Survey & Analysis Center","10/1/2024","9/30/2025","New",,"24-1038",2024-05-23 08:43:23,206827,"6/24/2024 12:00:00 AM",,"Other Sponsored Activity","6/27/2024 09:39:03 AM: Submitted 6/27/2024 >> 9/26/2024 11:08:52 AM: Application GRANT14193085 submitted under the 2024 BJS FY24 State Justice Statistics Program for Statistical Analysis Centers has been selected for an award. >> 10/3/2024 04:11:40 PM: Funded.",2024-06-27 09:39:03,2024-09-26 11:08:52,2024-10-03 16:11:40,,"FY2024","FY2025","FY2025",,2024-05-23 08:43:23,"FY2024",35,98,,"June-2024","Research & Economic Development","Q4 FY2024","Q2 FY2025","Federal","Others","Funded",0,1,1,206827
"24-1039-P0001","CESU Task Agreement: Fort Laramie cultural resources site survey","Fort Laramie cultural resources site survey 2024","Bradley James Carr","Geology & Geophysics","Funded","National Park Service/Department of the Interior",,"Geology & Geophysics","7/1/2024","12/31/2026","New",,"24-1039",2024-05-23 10:18:02,103811,"5/24/2024 12:00:00 AM",,"Basic Research","6/12/2024 01:55:38 PM: Submitted on 05/24/2024 - approval delayed due to travel >> 8/2/2024 04:33:50 PM: Award rec'd.",2024-06-12 13:55:38,,2024-08-02 16:33:50,,"FY2024",,"FY2025",,2024-05-23 10:18:02,"FY2024",20,51,,"June-2024","Engineering","Q4 FY2024","Q1 FY2025","Federal","Others","Funded",0,1,1,103811
"24-1040-P0001","Enhancing the Albany County Dementia-Capable Ecosystem","Enhancing the Albany County Dementia Capable Ecosystem","Christine L. McKibbin","Psychology","Not Funded","Administration for Community Living/Department of Health and Human Services",,"Psychology","9/1/2024","8/31/2027","New",,"24-1040",2024-05-23 12:21:58,999610,"6/11/2024 12:00:00 AM",,"Other Sponsored Activity","6/11/2024 08:20:12 AM: Submitted >> 9/10/2024 03:57:18 PM: Not funded per notice from Sponsor.",2024-06-11 08:20:12,,,2024-09-10 15:57:18,"FY2024",,,"FY2025",2024-05-23 12:21:58,"FY2024",19,,91,"June-2024","Arts & Sciences","Q4 FY2024",,"Federal","HHS (other than NIH)","Submitted",1,0,1,0
"24-1041-P0001","Utah Victim Services Commission Assessment Study","Victim Services Commission Assessment Study","Emily A. Grant","Wyoming Survey & Analysis Center","Submitted to Sponsor","ADD NEW",,"Wyoming Survey & Analysis Center","10/1/2024","9/30/2026","New",,"24-1041",2024-05-23 14:47:48,499957,"6/13/2024 12:00:00 AM",,"Other Sponsored Activity","5/29/2024 08:02:44 PM: Moved back to development per Tashina's request. >> 6/5/2024 01:21:53 PM: Updating budget information >> 6/12/2024 04:03:49 PM: Routed by mistake.  Needs to be updated and rerouted. >> 6/26/2024 11:17:00 AM: Submitted to Sponsor. June 2024",2024-06-26 11:17:00,,,,"FY2024",,,,2024-05-23 14:47:48,"FY2024",34,,,"June-2024","Research & Economic Development","Q4 FY2024",,"State","Others","Submitted",1,0,1,0
"24-1043-P0001","Mechanisms of right ventricular dysfunction in type 2 diabetes","Mechanisms of right ventricular dysfunction in type 2 diabetes","Danielle R Bruns","Kinesiology & Health","Funded","National Heart, Lung, and Blood Institute/National Institutes of Health/Department of Health and Human Services",,"Kinesiology & Health","4/1/2025","3/31/2030","New",,"24-1043",2024-05-24 06:17:14,2113472,"6/5/2024 12:00:00 AM",,"Basic Research","6/6/2024 10:17:30 AM: Submitted >> 9/25/2024 10:47:08 AM: Awarded. NIH R56 High Priority, Short Term Project Award",2024-06-06 10:17:30,,2024-09-25 11:22:30,,"FY2024",,"FY2025",,2024-05-24 06:17:14,"FY2024",13,111,,"June-2024","Health Sciences","Q4 FY2024","Q1 FY2025","Federal","NIH","Funded",0,1,1,2113472
"24-1045-P0001","Engineered listerial bactodrones for metastatic triple-negative breast cancer","Engineered listerial bactodrones for metastatic triple-negative breast cancer","Mark Gomelsky","Molecular Biology","Submitted to Sponsor","Department of the Army",,"Molecular Biology","1/1/2025","12/31/2027","New",,"24-1045",2024-05-24 09:34:09,632157,"5/30/2024 12:00:00 AM",,"Applied Research","5/30/2024 08:14:24 AM: edit due date to actual >> 5/30/2024 08:14:40 AM: Submitted",2024-05-30 08:14:40,,,,"FY2024",,,,2024-05-24 09:34:09,"FY2024",6,,,"May-2024","Agriculture","Q4 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-1046-P0001","CAREER: Quantifying the interplay of ecological and evolutionary drivers of range shifts","NSF CAREER: Quantifying the interplay of ecological and evolutionary processes in range shifts","Christopher Weiss-Lehman","Botany","Not Funded","National Science Foundation",,"Botany","7/1/2025","6/30/2030","New",,"24-1046",2024-05-24 09:53:37,692912,"7/24/2024 12:00:00 AM",,"Basic Research","7/23/2024 03:39:08 PM: Submitted to NSF 7/23/2024 >> 2/17/2025 07:39:41 AM: NSF unable to support at this time.",2024-07-23 15:39:08,,,2025-02-17 07:39:41,"FY2025",,,"FY2025",2024-05-24 09:53:37,"FY2024",60,,209,"July-2024","Agriculture","Q1 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-1047-P0001","Wyoming IMAGINE Monitoring Network Support","IMAGINE Monitoring Network Support","Brian A Mealor","R&E Center Sheridan,Plant Sciences","Funded","Wyoming Department of Agriculture","Forest Service/Department of Agriculture","Agricultural Experiment Station","7/1/2024","9/30/2025","New",,"24-1047",2024-05-24 10:17:12,175000,"6/7/2024 12:00:00 AM",,"Other Sponsored Activity","6/3/2024 09:12:58 AM: fixing issues >> 6/26/2024 10:12:35 AM: After the fact submission. Agreement under review. >> 10/11/2024 02:48:12 PM: Agreement under review.",2024-06-26 10:12:35,,2024-10-11 14:48:12,,"FY2024",,"FY2025",,2024-05-24 10:17:12,"FY2024",33,107,,"June-2024","Agriculture","Q4 FY2024","Q2 FY2025","State","Others","Funded",0,1,1,175000
"24-1048-P0001","Investigating the Ecological and Temporal Patterns of Bridge-Roosting Bats in Wyoming","Bats & Bridges - Stage 2","Riley Fehr Bernard","Zoology & Physiology","Not Funded","U.S. Fish & Wildlife Service/Department of the Interior",,"Zoology & Physiology","3/3/2025","3/2/2027","New",,"24-1048",2024-05-24 10:45:29,210191.07,"7/31/2024 12:00:00 AM",,"Applied Research","7/25/2024 03:25:04 PM: Updating to link to S2S >> 7/31/2024 08:59:05 AM: GRANT14223377 >> 11/25/2024 01:30:37 PM: PI intends to resubmit in 2024",2024-07-31 08:59:05,,,2024-11-25 13:30:37,"FY2025",,,"FY2025",2024-05-24 10:45:29,"FY2024",68,,117,"July-2024","Agriculture","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
