"Proposal #","Admin Unit","Instrument Type","PI.x","sponsor type","Prime Sponsor","Project End Date","Project Start Date","Project Title","Proposal Type","Sponsor","Status","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","College/Division","Total Sponsor Costs","Comments","Date","Year","PI.y","Title","Agency","Program","Completion Date","Internal","External","Other","Awarded_Status_By_TIG","Comment by Nick","Correct_Proposal_Status"
"25-0059-P0001","Energy & Petroleum Engineering",,"Maohong Fan","U.S. Federal Government","U.S. Department of Energy","9/30/2028","2/1/2025","Methane Emissions Research Collaborative","New","ADD NEW","Submitted to Sponsor",2024-08-13 18:37:39,,,,"FY2025",,,,2024-08-09 12:28:28,"FY2025",4,,,"Engineering",200000,,,,,,,,,,,,,,
"25-0060-P0001","Electrical Engineering & Computer Science",,"Nga Thi Thanh Nguyen","Other Sources",,"8/1/2025","12/1/2024","Advanced Weather Forecasting to Improve Modern Power Grid Resilience Using AI","New","ADD NEW","Submitted to Sponsor",2024-08-13 21:24:01,,,,"FY2025",,,,2024-08-12 00:53:41,"FY2025",2,,,"Engineering",50000,,,,,,,,,,,,,,
"25-0061-P0001","UW Extension",,"Melinda Denise Meuli","U.S. Federal Government",,"9/30/2029","10/1/2024","Expanded Food and Nutrition Education 2025","New","National Institute of Food and Agriculture/Department of Agriculture","Funded",2024-09-03 18:04:50,,2024-12-12 09:41:50,,"FY2025",,"FY2025",,2024-08-12 11:13:42,"FY2025",22,100,,"Agriculture",278891,,,,,,,,,,,,,,
"25-0062-P0001","Molecular Biology",,"Mark Gomelsky","Non-Profit Organizations",,"3/31/2027","4/1/2024","Hidden memories? Uncovering the mechanisms of forgetting","New","Human Frontier Science Program Organization","Submitted to Sponsor",2024-09-13 20:18:12,,,,"FY2025",,,,2024-08-12 11:24:24,"FY2025",32,,,"Agriculture",375000,,,,,,,,,,,,,,
"25-0063-P0001","Botany",,"Lauren Glenny Shoemaker","Non-Profit Organizations",,"1/1/2026","1/1/2025","Adapting Sparse Modeling for Ecological Conservation and Restoration: Disentangling Drivers of Biodiversity Loss using Observational Data","New","ADD NEW","Submitted to Sponsor",2024-08-13 22:13:42,,,,"FY2025",,,,2024-08-13 10:54:28,"FY2025",0,,,"Agriculture",50000,,,,,,,,,,,,,,
"25-0065-P0001","Counseling Leadership Advocacy & Design",,"Mia Kimberly Williams","U.S. Federal Government",,"7/31/2029","8/1/2025","3X3 SCIENCE CURRICULUM ENHANCEMENT PROGRAM","Pre-proposal","Department of Education","Submitted to Sponsor",2024-09-13 14:08:06,,,,"FY2025",,,,2024-08-13 20:20:00,"FY2025",31,,,"Education",1999522,,,,,,,,,,,,,,
"25-0066-P0001","Electrical Engineering & Computer Science",,"Suresh Muknahallipatna","Non-Profit Organizations","National Science Foundation","8/31/2027","9/1/2024","Data Storage for CO-WY Climate Resilience Engine","New","Rocky Mountain Innovation Initiative","Submitted to Sponsor",2024-09-18 22:46:23,,,,"FY2025",,,,2024-08-14 11:10:37,"FY2025",35,,,"Engineering",250070,,,,,,,,,,,,,,
"25-0067-P0001","COB Centers for Excellence",,"David M. Aadland","Institutions of Higher Education",,"3/1/2026","10/1/2024","REE CBEA","New","Columbia University","Funded",2024-08-29 02:03:18,,2024-12-03 13:51:13,,"FY2025",,"FY2025",,2024-08-14 11:11:36,"FY2025",15,96,,"Business",100000,,,,,,,,,,,,,,
"25-0068-P0001","Pharmacy",,"Khaled M. Elokely","Institutions of Higher Education",,"9/29/2028","9/30/2025","Targeting intracellular CTLA4 in melanoma by stapled peptides and small molecule inhibitors","New","Department of Defense","Submitted to Sponsor",2024-08-22 21:32:36,,,,"FY2025",,,,2024-08-14 14:33:41,"FY2025",8,,,"Health Sciences",433183,,,,,,,,,,,,,,
"25-0069-P0001","School of Computing",,"Ramesh Sivanpillai","U.S. Federal Government",,"4/30/2028","5/1/2025","SoC-REU2024","New","National Science Foundation","Not Funded",2024-08-22 14:01:01,,,2025-01-27 08:23:19,"FY2025",,,"FY2025",2024-08-15 10:05:09,"FY2025",7,,158,"Engineering",464948,,,,,,,,,,,,,,
"25-0070-P0001","Small Business Development Center",,"Jill K Kline","U.S. Federal Government",,"3/31/2026","4/1/2025","FY2025 APEX Accelerator Proposal","New","Office of Naval Research/Department of Defense","Under Consideration",2024-10-02 21:47:06,2025-04-08 11:12:12,,,"FY2025","FY2025",,,2024-08-15 10:22:40,"FY2025",48,,,"Research & Economic Development",374985.95,,,,,,,,,,,,,,
"25-0071-P0001","Theatre & Dance",,"Christie Zimmerman","Wyoming State Governmental Entities",,"6/30/2025","7/1/2024","Wyoming Arts Council Grant","New","Wyoming Arts Council","Funded",2024-09-12 17:15:29,,2024-09-12 11:15:38,,"FY2025",,"FY2025",,2024-08-16 10:25:43,"FY2025",27,0,,"Arts & Sciences",15000,,,,,,,,,,,,,,
"25-0072-P0001","Kinesiology & Health",,"Sharanya Satyanarayana","Non-Profit Organizations",,"12/31/2026","1/1/2025","AHA predoc- Bettadpura","New","American Heart Association","Submitted to Sponsor",2024-09-04 17:03:00,,,,"FY2025",,,,2024-08-16 14:52:01,"FY2025",19,,,"Health Sciences",69548,,,,,,,,,,,,,,
"25-0073-P0001","School of Energy Resources Directors Office",,"Scott Austin Quillinan","Industry",,"8/31/2027","9/1/2024","We Soda | Master Research Agreement","Other","Ciner Enterprises","Funded",2024-09-04 19:15:57,,2024-09-04 13:16:23,,"FY2025",,"FY2025",,2024-08-19 12:20:57,"FY2025",16,0,,"School of Energy Resources",0,,,,,,,,,,,,,,
"25-0074-P0001","Atmospheric Science",,"Bart Geerts","Industry","National Science Foundation","11/10/2025","11/11/2024","Weather extremes and water resource climate transitions in Colorado and Wyoming","New","Rocky Mountain Innovation Initiative","Closed",2024-09-09 22:56:45,2025-01-16 15:55:53,,,"FY2025","FY2025",,,2024-08-19 12:43:03,"FY2025",21,,,"Engineering",299742,,,,,,,,,,,,,,
"25-0075-P0001","Agriculture & Applied Economics",,"Vardges Hovhannisyan","U.S. Federal Government",,"5/31/2030","6/1/2025","Disparities in Urban-Rural Obesity and Food Pre-Commitments, Affinity for Food Quality, and Other Drivers in the United States: Evidence and Policy Implications","New","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-10-02 20:46:47,,,,"FY2025",,,,2024-08-19 15:05:23,"FY2025",44,,,"Agriculture",648559,,,,,,,,,,,,,,
"25-0076-P0001","Veterinary Science",,"David W Pascual","U.S. Federal Government",,"3/31/2030","4/1/2025","Honey Bee Commensal as a Neisseria gonorrhoeae Vaccine.","New","National Institutes of Health/Department of Health and Human Services","Submitted to Sponsor",2025-03-27 21:21:03,,,,"FY2025",,,,2024-08-21 09:32:52,"FY2025",218,,,"Agriculture",3244874,,,,,,,,,,,,,,
"25-0077-P0001","Communication Disorders",,"Douglas Bryan DISABLED Petersen","Institutions of Higher Education","Department of Education","6/30/2029","7/1/2025","The Impact of Explicit, Systematic, and Cumulative Language Instruction on Language, Reading and Writing: A SMART Efficacy and Implementation Study","New","University of Kansas","Submitted to Sponsor",2024-09-11 14:07:37,,,,"FY2025",,,,2024-08-21 15:46:33,"FY2025",21,,,"Health Sciences",454915,,,,,,,,,,,,,,
"25-0079-P0001","Electrical Engineering & Computer Science",,"Ian Walker","U.S. Federal Government",,"9/30/2025","8/15/2024","Collaborative Research: HCC: Small: Robot-Rooms: Giving Form to Domestic Activity, On the Go","Transfer","National Science Foundation","Transfer",2024-09-12 16:40:55,,2024-09-12 10:41:04,,"FY2025",,"FY2025",,2024-08-22 14:07:35,"FY2025",21,0,,"Engineering",89131,,,,,,,,,,,,,,
"25-0080-P0001","Pharmacy",,"Sheba Rani Nakka David","Non-Profit Organizations","National Institutes of Health/Department of Health and Human Services","4/30/2025","11/1/2024","Development of 3D Printed TXA Patches for Melasma","New","New Mexico Start-Up Factory","Submitted to Sponsor",2024-10-17 22:36:22,,,,"FY2025",,,,2024-08-23 10:10:37,"FY2025",56,,,"Health Sciences",29620,,,,,,,,,,,,,,
"25-0081-P0001","Animal Science",,"Shelby Lynn Rosasco","U.S. Federal Government",,"12/31/2027","1/1/2026","Impact of peripubertal nutritional management on reproductive success and economic sustainability in beef heifers","New","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-09-13 14:21:06,,,2024-09-13 08:20:41,"FY2025",,,"FY2025",2024-08-23 12:46:24,"FY2025",21,,0,"Agriculture",299989.03,,,,,,,,,,,,,,
"25-0082-P0001","School of Energy Resources Directors Office",,"Eugene Holubnyak","U.S. Federal Government","National Science Foundation","12/31/2028","1/1/2025","AccelNet Phase I:  Development of International GeoH2 Network (DIGNE)","New","Texas Tech University","Submitted to Sponsor",2024-09-17 22:04:44,,,,"FY2025",,,,2024-08-23 12:51:24,"FY2025",25,,,"School of Energy Resources",228884.94,,,,,,,,,,,,,,
"25-0083-P0001","Zoology & Physiology",,"Sarah Michelle Collins","Institutions of Higher Education","National Science Foundation","12/31/2025","1/1/2025","RossCOWYClimateEngineSubaward","New","Colorado State University","Submitted to Sponsor",2024-08-28 18:40:48,,,,"FY2025",,,,2024-08-23 15:17:46,"FY2025",5,,,"Agriculture",48312,,,,,,,,,,,,,,
"25-0084-P0001","School of Energy Resources Directors Office",,"David W. Lucke","U.S. Federal Government",,"7/31/2030","8/1/2025","ITC Capital Improvements","New","U.S. Department of Energy","Under Consideration",2024-10-31 17:42:39,2025-01-10 17:20:45,,,"FY2025","FY2025",,,2024-08-23 15:30:28,"FY2025",69,,,"School of Energy Resources",17376344,,,,,,,,,,,,,,
"25-0085-P0001","Psychology",,"Abby Lynn Teply","Non-Profit Organizations",,"6/30/2025","6/21/2024","The Influence of Defendant Age and Neurocognitive Disorder on Sentencing Decisions","New","Psi Chi International Honor Society in Psychology","Funded",2024-08-29 22:54:29,,2024-09-10 12:05:11,,"FY2025",,"FY2025",,2024-08-25 19:33:49,"FY2025",4,12,,"Arts & Sciences",1500,,,,,,,,,,,,,,
"25-0086-P0001","Electrical Engineering & Computer Science",,"Dongliang Duan","Institutions of Higher Education","National Science Foundation","11/15/2025","11/15/2024","Regional wildfire risk and prediction considering the climate-wildfire-power-system nexus","New","Colorado School of Mines","Closed",2024-09-09 22:55:48,2025-02-28 09:16:59,2025-02-28 10:01:37,,"FY2025","FY2025","FY2025",,2024-08-26 09:08:31,"FY2025",15,171,,"Engineering",119003,,,,,,,,,,,,,,
"25-0087-P0001","Chemistry",,"Debashis Dutta","Industry","National Institutes of Health/Department of Health and Human Services","3/31/2025","10/1/2024","Development of Nasal Swabs with a Dissolvable Sample Collection Surface for Improving the Sensitivity of Rapid Influenza Diagnostic Tests","New","New Mexico Start-Up Factory","Funded",2024-10-16 20:37:53,,2024-10-16 14:38:04,,"FY2025",,"FY2025",,2024-08-26 09:28:05,"FY2025",51,0,,"Engineering",21675,,,,,,,,,,,,,,
"25-0088-P0001","Pharmacy",,"Jared S. Bushman","Non-Profit Organizations",,"9/15/2034","9/16/2024","AlloSource Research Agreement","New","ADD NEW","Funded",2024-10-01 18:16:29,,2024-10-18 14:07:19,,"FY2025",,"FY2025",,2024-08-26 11:53:59,"FY2025",36,17,,"Health Sciences",109351,,,,,,,,,,,,,,
"25-0089-P0001","Wyoming Institute for Disabilities WIND",,"Tai Leigh Baker","Non-Profit Organizations",,"6/30/2025","1/1/2025","Telehealth Marketing and Outreach","New","Wyoming Community Foundation","Not Funded",2024-09-16 21:37:39,,,2025-01-07 13:31:24,"FY2025",,,"FY2025",2024-08-26 15:56:48,"FY2025",21,,113,"Health Sciences",10000,,,,,,,,,,,,,,
"25-0090-P0001","Botany",,"Sara J. Germain","U.S. Federal Government",,"12/31/2028","1/1/2025","PARTNERSHIP: Does Invasion Beget Invasion? Mechanisms and Consequences of Ecotype Transitions in  Whitebark Pine Forests","New","National Institute of Food and Agriculture/Department of Agriculture","Not Funded",2024-09-12 18:37:18,,,2024-09-24 09:53:32,"FY2025",,,"FY2025",2024-08-27 10:12:00,"FY2025",16,,12,"Agriculture",899980,,,,,,,,,,,,,,
"25-0094-P0001","Mechanical Engineering",,"Koen Jasper Groot","Institutions of Higher Education","Air Force Office of Scientific Research/Department of Defense","6/30/2028","7/1/2025","Hypersonic Step","New","University of Arizona","Submitted to Sponsor",2024-12-11 21:01:30,,,,"FY2025",,,,2024-08-28 10:42:57,"FY2025",105,,,"Engineering",447850,,,,,,,,,,,,,,
"25-0095-P0001","School of Computing",,"Jason Kelly Hawes","Non-Profit Organizations",,"2/1/2026","2/1/2025","CCAI Innovation Grant - Urban Ag","New","ADD NEW","Not Funded",2024-09-16 23:01:59,,,2025-04-01 11:29:59,"FY2025",,,"FY2025",2024-08-28 11:08:01,"FY2025",19,,197,"Engineering",149507,,,,,,,,,,,,,,
"25-0096-P0001","Chemical & Biomedical Engineering",,"Utkarsh Kapoor","Non-Profit Organizations",,"6/30/2029","7/1/2025","Improving the Characterization of Sequence-Encoded Dynamics and Rheology of Biomolecular Condensates Using Molecular Simulations","New","Pew Charitable Trusts","Not Funded",2024-08-30 14:19:06,,,2025-05-07 08:01:48,"FY2025",,,"FY2025",2024-08-28 14:42:08,"FY2025",2,,250,"Engineering",300000,,,,,,,,,,,,,,
"25-0097-P0001","Kinesiology & Health",,"Danielle R Bruns","Non-Profit Organizations",,"12/31/2027","1/1/2025","PAD2 and myocardial citrullination in the aging female heart","New","ADD NEW","Submitted to Sponsor",2024-11-04 21:46:37,,,,"FY2025",,,,2024-08-29 10:03:49,"FY2025",67,,,"Health Sciences",375000,,,,,,,,,,,,,,
"25-0098-P0001","Civil & Architectural Engineering & Construction Management",,"Anthony Scott Denzer","Non-Profit Organizations","National Science Foundation","12/31/2025","1/1/2025","Initiatives and Partnerships Program for Organics Diversion","New","Rocky Mountain Innovation Initiative","Not Submitted to Sponsor",2024-09-13 20:09:48,,,,"FY2025",,,,2024-08-29 15:29:19,"FY2025",15,,,"Engineering",300000,,,,,,,,,,,,,,
"25-0099-P0001","Counseling Leadership Advocacy & Design",,"Amanda Christine DeDiego","Non-Profit Organizations",,"6/30/2028","5/19/2025","Efficacy Testing for Immersive VR in Mental Health","New","Spencer Foundation","Not Funded",2024-09-11 21:22:05,,,2025-02-26 16:08:23,"FY2025",,,"FY2025",2024-08-29 16:18:22,"FY2025",13,,168,"Education",49980,,,,,,,,,,,,,,
"25-0100-P0001","Science Institute",,"Jesse C. Gatlin","U.S. Federal Government",,"7/1/2026","7/1/2025","NIH PAR-24-259 High pressure freezer","New","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services","Submitted to Sponsor",2024-09-23 23:40:51,,,,"FY2025",,,,2024-08-30 09:04:51,"FY2025",25,,,"Research & Economic Development",347012.34,,,,,,,,,,,,,,
"25-0101-P0001","School of Teacher Education",,"Miriam Marie Sanders","U.S. Federal Government",,"5/31/2029","6/1/2025","TBL Equity Math Teachers","New","National Science Foundation","Not Funded",2024-11-13 15:17:36,,,2025-03-23 14:49:09,"FY2025",,,"FY2025",2024-08-30 09:37:32,"FY2025",75,,130,"Education",1190654,,,,,,,,,,,,,,
"25-0102-P0001","Civil & Architectural Engineering & Construction Management",,"Chengyi Zhang","U.S. Federal Government","National Science Foundation","11/3/2025","11/4/2024","Assessing and Monitoring the Carbon Sequestration Potential of Forested Areas in Colorado and Wyoming Using Advanced LiDAR and Drone Technologies","New","Rocky Mountain Innovation Initiative","Not Submitted to Sponsor",2024-09-13 20:11:02,,,,"FY2025",,,,2024-08-30 14:37:13,"FY2025",14,,,"Engineering",277003,,,,,,,,,,,,,,
"25-0103-P0001","Zoology & Physiology",,"Jacob R. Goheen","U.S. Federal Government",,"2/28/2028","3/1/2025","Experimental manipulation of a macroecological pattern: dispersal limitation and resource generalism as drivers of abundance-occupancy relationships","New","National Science Foundation","Submitted to Sponsor",2024-09-30 14:08:07,,,,"FY2025",,,,2024-08-30 15:44:55,"FY2025",31,,,"Agriculture",478380,,,,,,,,,,,,,,
"25-0105-P0001","Ecosystem Science & Management",,"Kathryn Elena Czarnecki Davis","Non-Profit Organizations",,"6/15/2025","6/15/2024","Beavers as Landscape Stewards: How do ecosystem engineers impact the diversity and connectivity of the species that use their engineered habitats?","Other","Society of Wetland Scientists","Funded",2024-11-04 16:15:53,,2025-01-23 14:15:46,,"FY2025",,"FY2025",,2024-09-03 13:13:46,"FY2025",62,80,,"Agriculture",1000,,,,,,,,,,,,,,
"25-0106-P0001","Rural Health",,"Jacob Warren","Wyoming State Governmental Entities",,"6/29/2028","6/30/2024","Chronic Disease Self-Management Community Health Worker Initiative","New","Wyoming Department of Health","Funded",2024-09-16 22:16:40,,2024-09-16 16:22:20,,"FY2025",,"FY2025",,2024-09-03 16:19:40,"FY2025",13,0,,"Health Sciences",179255,,,,,,,,,,,,,,
"25-0107-P0001","School of Computing",,"Jian Gong","Non-Profit Organizations",,"2/3/2026","2/3/2025","Permafrost dataset integration of satellite maps with historical topological maps","New","ADD NEW","Not Funded",2024-09-16 23:00:53,,,2025-04-01 11:18:33,"FY2025",,,"FY2025",2024-09-04 10:08:00,"FY2025",13,,197,"Engineering",150000,,,,,,,,,,,,,,
"25-0108-P0001","Civil & Architectural Engineering & Construction Management",,"Liping Wang","U.S. Federal Government",,"12/31/2026","1/1/2025","Enhancing High Tunnel Utility in the High Plains","New","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-09-05 21:03:39,,,,"FY2025",,,,2024-09-04 14:25:28,"FY2025",1,,,"Engineering",225000,,,,,,,,,,,,,,
"25-0110-P0001","Electrical Engineering & Computer Science",,"Nga Thi Thanh Nguyen","U.S. Federal Government",,"3/15/2028","3/15/2025","Wyoming Initiative for New Scholars’ Potential in Innovative Research and Engineering (INSPIRE)","New","National Science Foundation","Not Funded",2024-10-03 22:05:31,,,2025-04-01 08:27:42,"FY2025",,,"FY2025",2024-09-04 18:42:53,"FY2025",29,,179,"Engineering",1431000,,"September",2024,"Nguyen","Wyoming Initiative for New Scholarsâ€™ PotentialÂ  in Innovative Research and Engineering (Wyoming INSPIRE)","NSF","EPSCoR GFRP","9.26.24","X","X",,,,"Not Funded"
"25-0111-P0001","Pharmacy",,"Sreejayan Nair","Institutions of Higher Education","National Institutes of Health/Department of Health and Human Services","9/30/2025","10/1/2024","Development and Analytical Characterization of Acamprosate Formulation","New","University of Montana","Funded",2024-10-17 22:34:34,2024-12-19 11:09:59,2025-02-05 14:04:45,,"FY2025","FY2025","FY2025",,2024-09-04 22:20:56,"FY2025",43,111,,"Health Sciences",65107,,,,,,,,,,,,,,
"25-0112-P0001","Kinesiology & Health",,"Kelly L. Simonton","Non-Profit Organizations",,"6/28/2024","9/13/2024","Outride Biking Grant","New","Outride","Funded",2024-09-25 18:56:55,,2024-10-08 07:25:21,,"FY2025",,"FY2025",,2024-09-05 12:21:52,"FY2025",20,13,,"Health Sciences",9020,,,,,,,,,,,,,,
"25-0113-P0001","Chemistry",,"Michael Marshak","U.S. Federal Government",,"4/30/2025","5/20/2024","Electrochemical Processes of Chelated Metals","Transfer","National Science Foundation","Transfer",2024-10-02 20:29:44,2024-10-02 14:32:38,2025-02-07 10:56:27,,"FY2025","FY2025","FY2025",,2024-09-06 13:31:13,"FY2025",26,128,,"Engineering",283095,,,,,,,,,,,,,,
"25-0114-P0001","Chemical & Biomedical Engineering",,"Juhyeon Ahn","U.S. Federal Government",,"5/31/2027","6/1/2025","ERI","New","National Science Foundation","Not Funded",2024-10-09 22:57:18,,,2025-01-24 09:35:30,"FY2025",,,"FY2025",2024-09-06 14:37:27,"FY2025",33,,106,"Engineering",199713,,,,,,,,,,,,,,
